Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating,TBD_Flag,Outlier_Flag,User_Score_Norm,Critic_User_Diff,Percentage_of_Releases,Mean_UserCritic_Score
Madden NFL 2004,Playstation 2,1995.0,Sports,Electronic Arts,4.26,0.26,0.01,0.71,5.23,94.0,29.0,8.5,140.0,EA Tiburon,E,False,True,85.0,9.0,24.864864864864867,89.5
New Super Mario Bros. U,WiiU,2012.0,Platform,Nintendo,2.3,1.34,1.27,0.32,5.22,84.0,70.0,8.1,733.0,Nintendo,E,False,True,81.0,3.0,15.873015873015872,82.5
Dragon Quest VIII: Journey of the Cursed King,Playstation 2,2004.0,Role-Playing,Square Enix,0.65,0.75,3.61,0.2,5.21,89.0,63.0,8.8,245.0,Level 5,T,False,True,88.0,1.0,36.247723132969035,88.5
FIFA Soccer 13,Xbox 360,2012.0,Action,Electronic Arts,1.09,3.47,0.03,0.57,5.16,90.0,48.0,6.1,403.0,Electronic Arts,E,False,True,61.0,29.0,15.873015873015872,75.5
Diablo III,PC,2012.0,Role-Playing,Activision,2.44,2.16,0.0,0.54,5.14,88.0,86.0,4.0,9629.0,Blizzard Entertainment,M,False,True,40.0,48.0,31.746031746031743,64.0
Medal of Honor: Rising Sun,Playstation 2,2003.0,Shooter,Electronic Arts,1.98,2.23,0.13,0.8,5.13,68.0,30.0,7.6,100.0,EA LA,T,False,True,76.0,-8.0,34.88,72.0
Microsoft Flight Simulator,PC,1996.0,Simulation,Microsoft Game Studios,3.22,1.69,0.0,0.2,5.12,-1.0,-1.0,-1.0,-1.0,Unknown,Unknown,False,True,0.0,0.0,96.23655913978494,0.0
Guitar Hero II,Playstation 2,2006.0,Misc,RedOctane,3.81,0.63,0.0,0.68,5.12,92.0,69.0,8.5,112.0,Harmonix Music Systems,T,False,True,85.0,7.0,26.16984402079723,88.5
Fable III,Xbox 360,2010.0,Role-Playing,Microsoft Game Studios,3.59,1.08,0.05,0.38,5.1,80.0,88.0,6.5,604.0,Lionhead Studios,M,False,True,65.0,15.0,11.827956989247312,72.5
Resident Evil 5,Playstation 3,2009.0,Action,Capcom,1.96,1.41,1.08,0.64,5.09,84.0,76.0,7.5,667.0,Capcom,M,False,True,75.0,9.0,12.761020881670534,79.5
FIFA Soccer 11,Playstation 3,2010.0,Sports,Electronic Arts,0.61,3.28,0.06,1.12,5.07,89.0,51.0,8.0,233.0,EA Sports,E,False,True,80.0,9.0,25.537634408602152,84.5
Resident Evil,Playstation,1996.0,Action,Virgin Interactive,2.05,1.16,1.11,0.73,5.05,91.0,8.0,9.0,266.0,Capcom,M,False,True,90.0,1.0,1.6129032258064515,90.5
Tony Hawk's Pro Skater,Playstation,1999.0,Sports,Activision,3.42,1.38,0.02,0.2,5.02,92.0,18.0,9.2,69.0,Neversoft Entertainment,T,False,True,92.0,0.0,5.263157894736842,92.0
Warzone 2100,Playstation,1999.0,Strategy,Eidos Interactive,2.79,1.89,0.0,0.33,5.01,-1.0,-1.0,-1.0,-1.0,Unknown,Unknown,False,True,0.0,0.0,86.9969040247678,0.0
Spyro the Dragon,Playstation,1998.0,Platform,Sony Computer Entertainment,3.36,1.36,0.07,0.21,5.0,-1.0,-1.0,-1.0,-1.0,Unknown,Unknown,False,True,0.0,0.0,90.58823529411765,0.0
Guitar Hero III: Legends of Rock,Playstation 2,2007.0,Misc,Activision,3.49,0.01,0.01,1.48,4.98,82.0,24.0,8.2,46.0,"Neversoft Entertainment, BudCat",T,False,True,82.0,0.0,23.313782991202345,82.0
Link's Crossbow Training,Wii,2007.0,Shooter,Nintendo,3.05,1.17,0.29,0.46,4.98,68.0,34.0,7.1,47.0,Nintendo,T,False,True,71.0,-3.0,23.313782991202345,69.5
Fallout 3,Xbox 360,2008.0,Role-Playing,Bethesda Softworks,3.4,0.99,0.09,0.45,4.93,93.0,84.0,8.5,1655.0,Bethesda Game Studios,M,False,True,85.0,8.0,10.778443113772456,89.0
Uncharted: Drake's Fortune,Playstation 3,2007.0,Action,Sony Computer Entertainment,2.31,1.72,0.12,0.77,4.92,88.0,66.0,8.1,2306.0,"Naughty Dog, SCE/WWS",T,False,True,81.0,7.0,23.313782991202345,84.5
Madden NFL 06,Playstation 2,2005.0,Sports,Electronic Arts,3.98,0.26,0.01,0.66,4.91,88.0,29.0,8.0,121.0,EA Sports,E,False,True,80.0,8.0,18.781725888324875,84.0
Diddy Kong Racing,Nintendo 64,1997.0,Racing,Nintendo,2.91,0.99,0.89,0.1,4.88,-1.0,-1.0,-1.0,-1.0,Unknown,Unknown,False,True,0.0,0.0,92.18106995884774,0.0
Super Smash Bros. for Wii U and 3DS,WiiU,2014.0,Fighting,Nintendo,2.6,1.08,0.81,0.38,4.87,-1.0,-1.0,-1.0,-1.0,Unknown,Unknown,False,True,0.0,0.0,29.15601023017903,0.0
StarCraft II: Wings of Liberty,PC,2010.0,Strategy,Activision,2.57,1.68,0.0,0.58,4.84,93.0,82.0,8.2,3052.0,Blizzard Entertainment,T,False,True,82.0,11.0,25.268817204301076,87.5
Assassin's Creed,Playstation 3,2007.0,Adventure,Ubisoft,1.91,2.0,0.09,0.82,4.82,81.0,40.0,7.3,769.0,Ubisoft Montreal,M,False,True,73.0,8.0,10.557184750733137,77.0
God of War III,Playstation 3,2010.0,Action,Sony Computer Entertainment,2.74,1.33,0.12,0.61,4.8,92.0,101.0,8.7,2633.0,SCE Santa Monica,M,False,True,87.0,5.0,11.827956989247312,89.5
Crash Team Racing,Playstation,1999.0,Racing,Sony Computer Entertainment,2.57,1.57,0.44,0.21,4.79,88.0,20.0,9.0,233.0,Naughty Dog,E,False,True,90.0,-2.0,6.191950464396285,89.0
Driver 2,Playstation,2000.0,Action,Atari,2.36,2.1,0.02,0.25,4.73,62.0,14.0,7.7,92.0,Reflections Interactive,T,False,True,77.0,-15.0,15.757575757575756,69.5
Batman: Arkham City,Xbox 360,2011.0,Action,Warner Bros. Interactive Entertainment,2.99,1.27,0.04,0.42,4.73,94.0,87.0,8.7,1472.0,Rocksteady Studios,T,False,True,87.0,7.0,23.943661971830984,90.5
The Last of Us,Playstation 4,2014.0,Action,Sony Computer Entertainment,1.88,2.0,0.07,0.77,4.71,-1.0,-1.0,-1.0,-1.0,Unknown,Unknown,False,True,0.0,0.0,29.15601023017903,0.0
The Simpsons: Hit & Run,Playstation 2,2003.0,Racing,Vivendi Games,1.73,2.19,0.0,0.79,4.7,-1.0,-1.0,-1.0,-1.0,Unknown,Unknown,False,True,0.0,0.0,19.36,0.0
Tony Hawk's Pro Skater 2,Playstation,2000.0,Sports,Activision,3.05,1.41,0.02,0.2,4.68,98.0,19.0,7.7,299.0,Neversoft Entertainment,T,False,True,77.0,21.0,15.757575757575756,87.5
The Lord of the Rings: The Two Towers,Playstation 2,2002.0,Action,Electronic Arts,1.94,1.95,0.08,0.7,4.67,82.0,32.0,8.2,78.0,Stormfront Studios,T,False,True,82.0,0.0,33.12202852614897,82.0
Tomb Raider,Playstation,1996.0,Action,Eidos Interactive,2.29,1.97,0.13,0.24,4.63,91.0,13.0,8.6,147.0,Core Design Ltd.,T,False,True,86.0,5.0,1.0752688172043012,88.5
Animal Crossing: City Folk,Wii,2008.0,Simulation,Nintendo,1.82,1.12,1.32,0.36,4.62,73.0,50.0,7.6,119.0,Nintendo,E,False,True,76.0,-3.0,25.748502994011975,74.5
Uncharted: The Nathan Drake Collection,Playstation 4,2015.0,Action,Sony Computer Entertainment,2.07,1.71,0.08,0.76,4.62,86.0,78.0,8.1,1264.0,Bluepoint Games,T,False,True,81.0,5.0,20.884520884520885,83.5
The Legend of Zelda: The Wind Waker,Game Cube,2002.0,Action,Nintendo,2.6,0.99,0.89,0.13,4.6,96.0,80.0,8.9,968.0,Nintendo,E,False,True,89.0,7.0,39.144215530903324,92.5
Guitar Hero III: Legends of Rock,Wii,2007.0,Misc,Activision,3.04,1.11,0.0,0.43,4.6,86.0,36.0,8.4,87.0,Vicarious Visions,T,False,True,84.0,2.0,23.313782991202345,85.0
Forza Motorsport 4,Xbox 360,2011.0,Racing,Microsoft Game Studios,2.08,1.97,0.06,0.46,4.57,91.0,83.0,8.2,617.0,Turn 10,E,False,True,82.0,9.0,18.30985915492958,86.5
Mario & Sonic at the Olympic Winter Games,Wii,2009.0,Sports,Sega,1.87,1.96,0.22,0.48,4.53,-1.0,-1.0,-1.0,-1.0,Unknown,Unknown,False,True,0.0,0.0,22.2737819025522,0.0
Madden NFL 2005,Playstation 2,2004.0,Sports,Electronic Arts,4.18,0.26,0.01,0.08,4.53,91.0,30.0,7.9,78.0,EA Tiburon,E,False,True,79.0,12.0,30.965391621129324,85.0
Guitar Hero III: Legends of Rock,Xbox 360,2007.0,Misc,Activision,3.19,0.91,0.01,0.42,4.53,85.0,69.0,7.9,165.0,Neversoft Entertainment,T,False,True,79.0,6.0,23.313782991202345,82.0
Madden NFL 07,Playstation 2,2006.0,Sports,Electronic Arts,3.63,0.24,0.01,0.61,4.49,84.0,29.0,8.2,39.0,EA Sports,E,False,True,82.0,2.0,19.064124783362217,83.0
Halo 5: Guardians,Xbox One,2015.0,Shooter,Microsoft Game Studios,2.78,1.27,0.03,0.41,4.48,84.0,101.0,6.4,2438.0,343 Industries,T,False,True,64.0,20.0,20.884520884520885,74.0
Spider-Man: The Movie,Playstation 2,2002.0,Action,Activision,2.71,1.51,0.03,0.23,4.48,76.0,25.0,7.9,41.0,Treyarch,E,False,True,79.0,-3.0,39.144215530903324,77.5
Dragon Quest VII: Warriors of Eden,Playstation,2000.0,Role-Playing,Enix Corporation,0.2,0.14,4.1,0.02,4.47,-1.0,-1.0,-1.0,-1.0,Unknown,Unknown,False,True,0.0,0.0,55.15151515151515,0.0
Call of Duty: Infinite Warfare,Playstation 4,2016.0,Shooter,Activision,1.61,2.0,0.15,0.71,4.46,77.0,82.0,3.4,1129.0,Infinity Ward,M,False,True,34.0,43.0,20.21563342318059,55.5
God of War,Playstation 2,2005.0,Action,Sony Computer Entertainment,2.71,1.29,0.02,0.43,4.45,94.0,75.0,8.9,997.0,SCE Santa Monica,M,False,True,89.0,5.0,21.658206429780034,91.5
Splatoon,WiiU,2015.0,Shooter,Nintendo,1.54,1.18,1.46,0.26,4.43,81.0,88.0,8.5,1184.0,Nintendo,E10+,False,True,85.0,-4.0,8.5995085995086,83.0
Nintendo Land,WiiU,2012.0,Misc,Nintendo,2.52,1.11,0.46,0.33,4.42,77.0,61.0,7.9,471.0,Nintendo,E10+,False,True,79.0,-2.0,8.73015873015873,78.0
Tony Hawk's Pro Skater 3,Playstation 2,2001.0,Sports,Activision,2.66,1.29,0.01,0.46,4.41,97.0,34.0,7.5,298.0,Neversoft Entertainment,T,False,True,75.0,22.0,28.37465564738292,86.0
Winning Eleven: Pro Evolution Soccer 2007,Playstation 2,2006.0,Sports,Konami Digital Entertainment,0.1,2.39,1.05,0.86,4.39,86.0,19.0,8.9,33.0,Konami,E,False,True,89.0,-3.0,19.064124783362217,87.5
The Elder Scrolls IV: Oblivion,Xbox 360,2006.0,Role-Playing,Take-Two Interactive,2.82,1.03,0.13,0.4,4.38,94.0,90.0,8.7,1109.0,Bethesda Softworks,M,False,True,87.0,7.0,11.438474870017332,90.5
Need for Speed: Most Wanted,Playstation 2,2005.0,Racing,Electronic Arts,2.03,1.79,0.08,0.47,4.37,82.0,36.0,9.1,137.0,EA Canada,T,False,True,91.0,-9.0,30.79526226734349,86.5
Michael Jackson: The Experience,Wii,2010.0,Misc,Ubisoft,2.64,1.33,0.01,0.39,4.36,56.0,37.0,8.3,31.0,"Ubisoft Paris, Ubisoft Montpellier",E10+,False,True,83.0,-27.0,12.096774193548388,69.5
Call of Duty: Advanced Warfare,Playstation 3,2014.0,Shooter,Activision,1.56,1.93,0.19,0.68,4.36,-1.0,-1.0,4.8,207.0,High Moon Studios,M,False,True,48.0,-48.0,26.598465473145783,24.0
Resistance: Fall of Man,Playstation 3,2006.0,Shooter,Sony Computer Entertainment,1.74,1.72,0.14,0.75,4.34,86.0,70.0,8.1,715.0,Insomniac Games,M,False,True,81.0,5.0,11.438474870017332,83.5
Kingdom Hearts II,Playstation 2,2005.0,Role-Playing,Square Enix,2.2,0.58,1.38,0.17,4.33,87.0,64.0,9.0,766.0,Square Enix,E10+,False,True,90.0,-3.0,11.336717428087987,88.5
Super Mario 3D World,WiiU,2013.0,Platform,Nintendo,2.11,1.16,0.73,0.32,4.32,93.0,83.0,9.0,1607.0,Nintendo,E,False,True,90.0,3.0,18.29268292682927,91.5
Minecraft,Playstation 4,2014.0,Misc,Sony Computer Entertainment Europe,1.48,2.02,0.14,0.68,4.32,-1.0,-1.0,-1.0,-1.0,Unknown,Unknown,False,True,0.0,0.0,29.15601023017903,0.0
Call of Duty: Advanced Warfare,Xbox 360,2014.0,Shooter,Activision,2.77,1.11,0.0,0.4,4.29,-1.0,-1.0,4.9,221.0,High Moon Studios,M,False,True,49.0,-49.0,26.598465473145783,24.5
FIFA 15,Playstation 3,2014.0,Sports,Electronic Arts,0.58,3.02,0.04,0.64,4.28,-1.0,-1.0,4.5,109.0,EA Sports,E,False,True,45.0,-45.0,13.299232736572892,22.5
Fable II,Xbox 360,2008.0,Role-Playing,Microsoft Game Studios,2.51,1.24,0.11,0.41,4.27,89.0,95.0,6.5,2423.0,Lionhead Studios,M,False,True,65.0,24.0,10.778443113772456,77.0
Batman: Arkham Asylum,Playstation 3,2009.0,Action,Eidos Interactive,2.24,1.31,0.07,0.61,4.23,91.0,70.0,8.9,1122.0,Rocksteady Studios,T,False,True,89.0,2.0,24.245939675174014,90.0
Metal Gear Solid 3: Snake Eater,Playstation 2,2004.0,Action,Konami Digital Entertainment,1.46,0.0,0.83,1.93,4.23,91.0,68.0,9.3,955.0,KCEJ,M,False,True,93.0,-2.0,18.0327868852459,92.0
Assassin's Creed: Revelations,Playstation 3,2011.0,Action,Ubisoft,1.41,2.01,0.1,0.7,4.22,80.0,39.0,7.5,613.0,Ubisoft Montreal,M,False,True,75.0,5.0,16.76056338028169,77.5
Fallout 4,Xbox One,2015.0,Role-Playing,Bethesda Softworks,2.51,1.32,0.01,0.38,4.22,88.0,39.0,6.2,1749.0,Bethesda Game Studios,M,False,True,62.0,26.0,15.970515970515969,75.0
FIFA 14,Xbox 360,2013.0,Sports,Electronic Arts,0.92,2.89,0.01,0.4,4.22,84.0,41.0,4.2,435.0,EA Canada,E,False,True,42.0,42.0,18.29268292682927,63.0
FIFA Soccer 06,Playstation 2,2005.0,Sports,Electronic Arts,0.78,2.55,0.04,0.84,4.21,80.0,32.0,7.8,47.0,EA Canada,E,False,True,78.0,2.0,18.781725888324875,79.0
EyeToy Play,Playstation 2,2003.0,Misc,Sony Computer Entertainment,0.88,2.3,0.2,0.83,4.2,80.0,32.0,7.5,22.0,"SCEE, Zoe Mode",E,False,True,75.0,5.0,32.800000000000004,77.5
Gran Turismo 5 Prologue,Playstation 3,2007.0,Racing,Sony Computer Entertainment,1.28,1.82,0.57,0.52,4.19,80.0,67.0,7.1,120.0,Polyphony Digital,E,False,True,71.0,9.0,26.392961876832842,75.5
Assassin's Creed: Revelations,Xbox 360,2011.0,Action,Ubisoft,2.25,1.47,0.04,0.43,4.19,80.0,77.0,7.2,564.0,Ubisoft Montreal,M,False,True,72.0,8.0,16.76056338028169,76.0
FIFA 12,Xbox 360,2011.0,Sports,Electronic Arts,0.84,2.78,0.02,0.53,4.18,-1.0,-1.0,-1.0,-1.0,Unknown,Unknown,False,True,0.0,0.0,26.76056338028169,0.0
Street Fighter IV,Playstation 3,2009.0,Fighting,Capcom,2.03,1.04,0.58,0.52,4.16,94.0,61.0,7.3,330.0,Capcom,T,False,True,73.0,21.0,24.245939675174014,83.5
Frogger,Playstation,1997.0,Action,Hasbro Interactive,3.79,0.27,0.0,0.11,4.16,-1.0,-1.0,-1.0,-1.0,Unknown,Unknown,False,True,0.0,0.0,92.18106995884774,0.0
Madden NFL 2003,Playstation 2,2002.0,Sports,Electronic Arts,3.36,0.21,0.01,0.56,4.14,95.0,25.0,7.7,65.0,EA Sports,E,False,True,77.0,18.0,39.144215530903324,86.0
Half-Life,PC,1997.0,Shooter,Vivendi Games,4.03,0.0,0.09,0.0,4.12,96.0,24.0,9.1,3161.0,Valve Software,M,False,True,91.0,5.0,0.823045267489712,93.5
FIFA Soccer 07,Playstation 2,2006.0,Sports,Electronic Arts,0.71,2.48,0.03,0.89,4.11,-1.0,-1.0,-1.0,-1.0,Unknown,Unknown,False,True,0.0,0.0,29.462738301559792,0.0
World of Warcraft: The Burning Crusade,PC,2007.0,Role-Playing,Activision,2.57,1.52,0.0,0.0,4.09,91.0,46.0,7.9,785.0,Blizzard Entertainment,T,False,True,79.0,12.0,23.313782991202345,85.0
Battlefield 1,Playstation 4,2016.0,Shooter,Electronic Arts,1.1,2.15,0.21,0.61,4.08,88.0,31.0,8.4,809.0,EA DICE,M,False,True,84.0,4.0,20.21563342318059,86.0
God of War II,Playstation 2,2007.0,Action,Sony Computer Entertainment,2.32,0.04,0.04,1.67,4.07,93.0,70.0,8.9,709.0,SCE Santa Monica,M,False,True,89.0,4.0,10.557184750733137,91.0
World Soccer Winning Eleven 9,Playstation 2,2005.0,Sports,Konami Digital Entertainment,0.12,2.26,0.9,0.77,4.06,-1.0,-1.0,8.2,23.0,Konami,E,False,True,82.0,-82.0,18.781725888324875,41.0
Fallout: New Vegas,Xbox 360,2010.0,Role-Playing,Bethesda Softworks,2.66,1.03,0.04,0.33,4.05,84.0,81.0,8.1,769.0,Obsidian Entertainment,M,False,True,81.0,3.0,11.827956989247312,82.5
Forza Motorsport 2,Xbox 360,2007.0,Racing,Microsoft Game Studios,2.35,1.27,0.03,0.41,4.05,90.0,66.0,8.3,381.0,Turn 10,E,False,True,83.0,7.0,26.392961876832842,86.5
Carnival Games,Wii,2007.0,Misc,Take-Two Interactive,2.12,1.47,0.05,0.42,4.05,56.0,27.0,6.0,44.0,Cat Daddy Games,E,False,True,60.0,-4.0,26.392961876832842,58.0
Watch Dogs,Playstation 4,2014.0,Action,Ubisoft,1.4,1.9,0.11,0.64,4.05,80.0,80.0,6.3,2996.0,Ubisoft Montreal,M,False,True,63.0,17.0,26.598465473145783,71.5
Namco Museum Vol.3,Playstation,1996.0,Misc,Sony Computer Entertainment,2.28,1.55,0.16,0.06,4.05,-1.0,-1.0,-1.0,-1.0,Unknown,Unknown,False,True,0.0,0.0,96.23655913978494,0.0
Tekken Tag Tournament,Playstation 2,2000.0,Fighting,Namco Bandai Games,1.68,1.51,0.51,0.35,4.05,85.0,25.0,8.5,117.0,Namco,T,False,True,85.0,0.0,15.757575757575756,85.0
Far Cry 4,Playstation 4,2014.0,Shooter,Ubisoft,1.13,2.18,0.1,0.63,4.04,85.0,83.0,7.7,1653.0,Ubisoft Montreal,M,False,True,77.0,8.0,26.598465473145783,81.0
Star Fox 64,Nintendo 64,1997.0,Shooter,Nintendo,2.78,0.58,0.64,0.04,4.03,-1.0,-1.0,-1.0,-1.0,Unknown,Unknown,False,True,0.0,0.0,92.18106995884774,0.0
Namco Museum: 50th Anniversary,Playstation 2,2005.0,Misc,Namco Bandai Games,2.08,1.35,0.0,0.54,3.98,61.0,21.0,0.0,-1.0,Digital Eclipse,E10+,True,True,0.0,61.0,11.336717428087987,30.5
Left 4 Dead 2,Xbox 360,2009.0,Shooter,Electronic Arts,2.67,0.87,0.05,0.38,3.97,89.0,76.0,8.6,681.0,Valve Software,M,False,True,86.0,3.0,12.761020881670534,87.5
The Witcher 3: Wild Hunt,Playstation 4,2015.0,Role-Playing,Namco Bandai Games,1.02,2.13,0.23,0.59,3.97,92.0,79.0,9.2,10179.0,CD Projekt Red Studio,M,False,True,92.0,0.0,15.970515970515969,92.0
Assassin's Creed: Unity,Playstation 4,2014.0,Action,Ubisoft,1.19,2.07,0.08,0.62,3.96,70.0,40.0,4.9,2050.0,"Ubisoft, Ubisoft Montreal",M,False,True,49.0,21.0,26.598465473145783,59.5
Batman: Arkham Knight,Playstation 4,2015.0,Action,Warner Bros. Interactive Entertainment,1.53,1.69,0.1,0.64,3.95,87.0,89.0,7.6,2679.0,Rocksteady Studios,M,False,True,76.0,11.0,15.970515970515969,81.5
The Legend of Zelda: Skyward Sword,Wii,2011.0,Action,Nintendo,2.03,1.16,0.37,0.38,3.95,93.0,81.0,8.0,1958.0,Nintendo,E10+,False,True,80.0,13.0,14.084507042253522,86.5
Fallout 3,Playstation 3,2008.0,Role-Playing,Bethesda Softworks,2.15,1.13,0.07,0.59,3.94,90.0,57.0,8.0,910.0,Bethesda Game Studios,M,False,True,80.0,10.0,10.778443113772456,85.0
EA Sports Active,Wii,2009.0,Sports,Electronic Arts,2.09,1.35,0.06,0.4,3.9,81.0,27.0,8.7,39.0,EA Canada,E,False,True,87.0,-6.0,25.290023201856147,84.0
Tony Hawk's Underground,Playstation 2,2003.0,Sports,Activision,2.29,1.17,0.01,0.42,3.9,90.0,38.0,8.7,121.0,Neversoft Entertainment,T,False,True,87.0,3.0,34.88,88.5
The Elder Scrolls V: Skyrim,PC,2011.0,Role-Playing,Bethesda Softworks,1.16,2.12,0.0,0.6,3.88,94.0,32.0,8.1,9073.0,Bethesda Game Studios,M,False,True,81.0,13.0,16.76056338028169,87.5
NBA 2K16,Playstation 4,2015.0,Sports,Take-Two Interactive,2.49,0.66,0.03,0.69,3.88,87.0,51.0,6.7,364.0,Visual Concepts,E10+,False,True,67.0,20.0,8.5995085995086,77.0
Tekken 5,Playstation 2,2005.0,Fighting,Namco Bandai Games,0.93,1.94,0.31,0.7,3.87,88.0,62.0,8.6,229.0,Namco,T,False,True,86.0,2.0,30.79526226734349,87.0
MotorStorm,Playstation 3,2006.0,Racing,Sony Computer Entertainment,1.53,1.6,0.06,0.67,3.87,84.0,9.0,7.4,220.0,Evolution Studios,T,False,True,74.0,10.0,26.16984402079723,79.0
World Soccer Winning Eleven 8 International,Playstation 2,2004.0,Sports,Konami Digital Entertainment,0.16,1.89,1.12,0.68,3.85,91.0,26.0,9.1,38.0,KCET,E,False,True,91.0,0.0,30.965391621129324,91.0
Sports Champions,Playstation 3,2010.0,Sports,Sony Computer Entertainment,2.13,1.12,0.1,0.5,3.84,76.0,64.0,7.9,104.0,"SCEA, Zindagi Games",E10+,False,True,79.0,-3.0,12.096774193548388,77.5
Call of Duty: Ghosts,Playstation 4,2013.0,Shooter,Activision,1.78,1.43,0.05,0.57,3.83,78.0,49.0,3.7,1564.0,Infinity Ward,M,False,True,37.0,41.0,28.353658536585364,57.5
Tom Clancy's The Division,Playstation 4,2016.0,Shooter,Ubisoft,1.35,1.7,0.15,0.6,3.8,80.0,64.0,7.0,2219.0,Massive Entertainment,M,False,True,70.0,10.0,20.21563342318059,75.0
Big Brain Academy: Wii Degree,Wii,2007.0,Misc,Nintendo,1.05,1.91,0.41,0.42,3.79,68.0,33.0,6.9,39.0,Nintendo,E,False,True,69.0,-1.0,26.392961876832842,68.5
Resident Evil Director's Cut,Playstation,1996.0,Action,Virgin Interactive,1.82,1.24,0.47,0.25,3.77,-1.0,-1.0,-1.0,-1.0,Unknown,Unknown,False,True,0.0,0.0,96.23655913978494,0.0
LEGO Indiana Jones: The Original Adventures,Xbox 360,2008.0,Action,Activision,2.4,1.01,0.0,0.36,3.76,77.0,60.0,7.5,66.0,Traveller's Tales,E10+,False,True,75.0,2.0,14.131736526946106,76.0
The Sims: Unleashed,PC,2002.0,Simulation,Electronic Arts,2.03,1.56,0.0,0.17,3.76,79.0,21.0,8.0,29.0,Maxis,T,False,True,80.0,-1.0,33.12202852614897,79.5
Harry Potter and the Sorcerer's Stone,Playstation,2001.0,Action,Electronic Arts,1.37,2.0,0.14,0.22,3.73,64.0,11.0,7.5,41.0,Argonaut Games,E,False,True,75.0,-11.0,37.1900826446281,69.5
Mario & Sonic at the London 2012 Olympic Games,Wii,2011.0,Sports,Sega,1.12,1.87,0.27,0.45,3.72,-1.0,-1.0,-1.0,-1.0,Unknown,Unknown,False,True,0.0,0.0,26.76056338028169,0.0
Resident Evil 3: Nemesis,Playstation,1999.0,Action,Eidos Interactive,1.3,0.77,1.54,0.11,3.72,-1.0,-1.0,-1.0,-1.0,Unknown,Unknown,False,True,0.0,0.0,86.9969040247678,0.0
Super Paper Mario,Wii,2007.0,Platform,Nintendo,1.95,0.86,0.59,0.31,3.71,85.0,56.0,7.9,417.0,Intelligent Systems,E,False,True,79.0,6.0,26.392961876832842,82.0
Spyro: Year of the Dragon,Playstation,2000.0,Platform,Sony Computer Entertainment,1.93,1.58,0.0,0.19,3.71,91.0,15.0,8.8,207.0,Insomniac Games,E,False,True,88.0,3.0,25.151515151515152,89.5
Assassin's Creed IV: Black Flag,Playstation 3,2013.0,Action,Ubisoft,1.33,1.68,0.13,0.57,3.71,88.0,36.0,8.1,840.0,Ubisoft,M,False,True,81.0,7.0,28.353658536585364,84.5
FIFA Soccer 2005,Playstation 2,2004.0,Sports,Electronic Arts,0.58,2.48,0.04,0.59,3.7,81.0,27.0,7.6,56.0,EA Canada,E,False,True,76.0,5.0,30.965391621129324,78.5
Tony Hawk's Pro Skater 4,Playstation 2,2002.0,Sports,Activision,2.13,1.18,0.01,0.35,3.67,94.0,27.0,8.5,128.0,Neversoft Entertainment,T,False,True,85.0,9.0,33.12202852614897,89.5
Star Wars Battlefront (2015),Xbox One,2015.0,Shooter,Electronic Arts,2.04,1.28,0.02,0.32,3.66,-1.0,-1.0,-1.0,-1.0,Unknown,Unknown,False,True,0.0,0.0,36.60933660933661,0.0
Banjo-Kazooie,Nintendo 64,1998.0,Platform,Nintendo,1.87,1.13,0.55,0.1,3.65,-1.0,-1.0,-1.0,-1.0,Unknown,Unknown,False,True,0.0,0.0,90.58823529411765,0.0
SOCOM: U.S. Navy SEALs,Playstation 2,2002.0,Shooter,Sony Computer Entertainment,2.53,0.81,0.06,0.24,3.65,82.0,42.0,7.9,82.0,Zipper Interactive,M,False,True,79.0,3.0,9.508716323296355,80.5
Jak and Daxter: The Precursor Legacy,Playstation 2,2001.0,Platform,Sony Computer Entertainment,2.08,1.09,0.15,0.33,3.64,90.0,35.0,8.7,312.0,Naughty Dog,E,False,True,87.0,3.0,37.1900826446281,88.5
Pokemon Snap,Nintendo 64,1999.0,Simulation,Nintendo,2.23,0.68,0.66,0.06,3.63,-1.0,-1.0,-1.0,-1.0,Unknown,Unknown,False,True,0.0,0.0,86.9969040247678,0.0
Pro Evolution Soccer 2008,Playstation 2,2007.0,Sports,Konami Digital Entertainment,0.05,0.0,0.64,2.93,3.63,82.0,10.0,7.9,38.0,Konami,E,False,True,79.0,3.0,26.392961876832842,80.5
Resident Evil 4,Playstation 2,2005.0,Action,Capcom,2.08,0.83,0.46,0.25,3.62,96.0,38.0,8.9,1013.0,Capcom,M,False,True,89.0,7.0,21.658206429780034,92.5
Guitar Hero: World Tour,Wii,2008.0,Misc,Activision,2.32,0.96,0.0,0.34,3.62,86.0,18.0,7.6,71.0,Vicarious Visions,T,False,True,76.0,10.0,23.47305389221557,81.0
FIFA Soccer 10,Playstation 3,2009.0,Sports,Electronic Arts,0.6,2.45,0.05,0.52,3.62,91.0,56.0,7.6,203.0,EA Sports,E,False,True,76.0,15.0,25.290023201856147,83.5
Star Wars: Battlefront,Playstation 2,2004.0,Shooter,LucasArts,1.93,1.22,0.03,0.44,3.61,82.0,36.0,8.7,142.0,Pandemic Studios,T,False,True,87.0,-5.0,36.247723132969035,84.5
The Simpsons: Road Rage,Playstation 2,2001.0,Racing,Electronic Arts,2.02,1.17,0.0,0.42,3.61,64.0,23.0,7.7,32.0,Fox Interactive,T,False,True,77.0,-13.0,28.37465564738292,70.5
